Code,Name,Address,City,Service Zone Code
H00970,PIRAMAL CRITICAL CARE INC.,Hồ Chí Minh,HỒ CHÍ MINH,MD SOUTH
H01007,BỆNH VIỆN ĐA KHOA TỈNH KON TUM,"224 Bà Triệu, phường Quang Trung, thành phố Kon Tum, tỉnh Kon Tum",KON TUM,MD SOUTH
H01012,BỆNH VIỆN ĐA KHOA KHU VỰC NGỌC HỒI,"58 Nguyễn Huệ, thị trấn Plei Kần, huyện Ngọc Hồi, tỉnh Kon Tum",KON TUM,MD SOUTH
H01021,TRUNG TÂM Y TẾ HUYỆN ĐĂK HÀ,"05 Đào Duy Từ, thị trấn Đăk Hà, huyện Đăk Hà, tỉnh Kon Tum",KON TUM,MD SOUTH
H01046,BỆNH VIỆN 2 LÂM ĐỒNG," 263 Trần Quốc Toản, phường B’Lao, thành phố Bảo Lộc, tỉnh Lâm Đồng",LÂM ĐỒNG,MD SOUTH
H01048,BỆNH VIỆN ĐA KHOA TỈNH LÂM ĐỒNG,"01 Phạm Ngọc Thạch, phường 6, thành phố Đà Lạt, tỉnh Lâm Đồng",LÂM ĐỒNG,MD SOUTH
H01053,TRUNG TÂM Y TẾ HUYỆN LÂM HÀ,"Thị trấn Đinh Văn, huyện Lâm Hà, tỉnh Lâm Đồng",LÂM ĐỒNG,MD SOUTH
H01059,TRUNG TÂM Y TẾ HUYỆN CÁT TIÊN,"Tổ dân phố 1, thị trấn Cát Tiên, huyện Cát Tiên, tỉnh Lâm Đồng",LÂM ĐỒNG,MD SOUTH
H01060,TRUNG TÂM Y TẾ HUYỆN DI LINH,"20 Phạm Ngọc Thạch, thị trấn Di Linh, huyện Di Linh, tỉnh Lâm Đồng",LÂM ĐỒNG,MD SOUTH
H01122,BỆNH VIỆN ĐA KHOA KHU VỰC CẦN GIUỘC ,"87 Nguyễn An Ninh, khu phố Phước Thuận, thị trấn Cần Giuộc, huyện Cần Giuộc, tỉnh Long An",LONG AN,MD MEKONG
H01123,BỆNH VIỆN ĐA KHOA KHU VỰC ĐỒNG THÁP MƯỜI,"65 Nguyễn Tri Phương, khu phố 5, phường 1, thị xã Kiến Tường, tỉnh Long An",LONG AN,MD MEKONG
H01124,BỆNH VIỆN ĐA KHOA KHU VỰC HẬU NGHĨA ,"Ấp Tân Bình, xã Hòa Khánh Tây, huyện Đức Hòa, tỉnh Long An",LONG AN,MD MEKONG
H01325,BỆNH VIỆN ĐA KHOA TỈNH PHÚ YÊN,"15 Nguyễn Hữu Thọ, Phường 9, thành phố Tuy Hòa, tỉnh Phú Yên",PHÚ YÊN,MD SOUTH
H01329,BỆNH VIỆN SẢN NHI TỈNH PHÚ YÊN ,"270 Trần Hưng Đạo, Phường 6, Tuy Hòa, tỉnh Phú Yên",PHÚ YÊN,MD SOUTH
H01331,TRUNG TÂM Y TẾ HUYỆN ĐỒNG XUÂN,"109A Trần Phú, thôn Long Thăng, thị trấn La Hai, huyện Đồng Xuân, tỉnh Phú Yên",PHÚ YÊN,MD SOUTH
H01333,TRUNG TÂM Y TẾ HUYỆN SÔNG HINH,"Khu Phố 5, thị trấn Hai Riêng, huyện Sông Hinh, tỉnh Phú Yên",PHÚ YÊN,MD SOUTH
H01334,TRUNG TÂM Y TẾ HUYỆN SƠN HÒA,"67 Nguyễn Chí Thanh, Thị trấn Củng Sơn, huyện Sơn Hoà, tỉnh Phú Yên",PHÚ YÊN,MD SOUTH
H01335,TRUNG TÂM Y TẾ HUYỆN TÂY HÒA,"Khu phố Phú Thứ, Thị trấn Phú Thứ, huyện Tây Hoà, tỉnh Phú Yên",PHÚ YÊN,MD SOUTH
H01336,TRUNG TÂM Y TẾ HUYỆN TUY AN,"Khu phố Trường Xuân, Thị trấn Chí Thạnh, huyện Tuy An, tỉnh Phú Yên",PHÚ YÊN,MD SOUTH
H01762,BỆNH VIỆN 30 THÁNG 4,"9 Sư Vạn Hạnh, phường 9, quận 5, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01792,BỆNH VIỆN ĐA KHOA MỸ ĐỨC,"4 Núi Thành, phường 13, quận Tân Bình, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01821,BỆNH VIỆN ĐA KHOA TÂN HƯNG,"871 Trần Xuân Soạn, phường Tân Hưng, quận 7, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01829,BỆNH VIỆN ĐẠI HỌC Y DƯỢC TP HỒ CHÍ MINH - CS 3,"221B Hoàng Văn Thụ, phường 8, quận Phú Nhuận, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01837,BỆNH VIỆN ĐA KHOA HỒNG ĐỨC - CƠ SỞ 2,"259 An Phú Đông 3, khu phố 5, phường An Phú Đông, quận 12, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01844,PHÒNG KHÁM ĐKQT INTERNATIONAL SOS HỒ CHÍ MINH,"167A Nam Kỳ Khởi Nghĩa, phường 7, quận 3, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01855,BỆNH VIỆN NHÂN DÂN GIA ĐỊNH THÀNH PHỐ HỒ CHÍ MINH,"Số 1 Nơ Trang Long, phường 7, quận Bình Thạnh, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01859,BỆNH VIỆN PHẠM NGỌC THẠCH,"120 Hồng Bàng, phường 12, quận 5, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01863,BỆNH VIỆN PHỤ SẢN TỪ DŨ,"284 Cống Quỳnh, quận 1, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01873,BỆNH VIỆN QUẬN 10,"571 Sư Vạn Hạnh, phường 13, quận 10, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01878,BỆNH VIỆN QUẬN GÒ VẤP,"641 Quang Trung, phường 11, quận Gò Vấp, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01898,BỆNH VIỆN QUỐC TẾ MỸ - AIH,"199 Nguyễn Hoàng, phường An Phú, quận 2, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01899,BỆNH VIỆN QUỐC TẾ ANH MINH,"16 Phan Văn Trị, phường 7, quận Gò Vấp, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01902,BỆNH VIỆN RĂNG HÀM MẶT TRUNG ƯƠNG TP HỒ CHÍ MINH,"201A Nguyễn Chí Thanh, phường 12, quận 5, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01910,BỆNH VIỆN THẨM MỸ EMCAS,"14/27 Hoàng Dư Khương, phường 12, quận 10, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01918,BỆNH VIỆN UNG BƯỚU THÀNH PHỐ HỒ CHÍ MINH ,"6 Nguyễn Huy Lượng, phường 14, quận Bình Thạnh, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01942,TRUNG TÂM Y TẾ HUYỆN CÀNG LONG,"Khóm 6, thị trấn Càng Long, huyện Càng Long, tỉnh Trà Vinh",TRÀ VINH,MD MEKONG
H02047,TRUNG TÂM CẤP CỨU 115 PHÚ YÊN,"15 Nguyễn Hữu Thọ, Phường 9, TP Tuy Hoà, tỉnh Phú Yên",PHÚ YÊN,MD SOUTH
H02057,TRUNG TÂM CHĂM SÓC SỨC KHỎE SINH SẢN,"957 Ba Tháng Hai, phường 7, quận 11, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02074,PHÒNG KHÁM ĐA KHOA KHU VỰC BÌNH KHÁNH,"Xóm An Nghĩa, xã Bình Khánh, huyện Cần Giờ, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
DEMO-TTH,DEMO TAN THANH,"No. 15, Lot 3A- Trung Yen Urban Area, Trung Hoa Ward, Cau Giay District",HÀ NỘI,MD CENTRAL
H00168,BỆNH VIỆN PHONG VÀ DA LIỄU TRUNG ƯƠNG QUY HÒA,"05A Chế Lan Viên, phường Ghềnh Ráng, thành phố Quy Nhơn, tỉnh Bình Định",BÌNH ĐỊNH,MD CENTRAL
H00169,BỆNH VIỆN QUÂN Y 13,"54 An Dương Vương, phường Nguyễn Văn Cừ, thành phố Quy Nhơn, tỉnh Bình Định",BÌNH ĐỊNH,MD CENTRAL
H00181,TRUNG TÂM Y TẾ HUYỆN PHÙ MỸ,"244 Quang Trung, thị trấn Phù Mỹ, huyện Phù Mỹ, tỉnh Bình Định",BÌNH ĐỊNH,MD CENTRAL
H00365,BỆNH VIỆN 199 - BỘ CÔNG AN,"216 Nguyễn Công Trứ, phường An Hải Đông, quận Sơn Trà, thành phố Đà Nẵng",ĐÀ NẴNG,MD CENTRAL
H00366,BỆNH VIỆN C ĐÀ NẴNG,"122 Hải Phòng, phường Thạch Thang, quận Hải Châu, Tp Đà Nẵng",ĐÀ NẴNG,MD CENTRAL
H00368,BỆNH VIỆN CHỈNH HÌNH VÀ PHCN ĐÀ NẴNG,"95 Quang Trung, phường Thạch Thang, quận Hải Châu, thành phố Đà Nẵng",ĐÀ NẴNG,MD CENTRAL
H00377,BỆNH VIỆN ĐÀ NẴNG,"124 Hải Phòng, phường Thạch Thang, thành phố Đà Nẵng",ĐÀ NẴNG,MD CENTRAL
H00387,BỆNH VIỆN PHỤ SẢN NHI ĐÀ NẴNG,"402 Lê Văn Hiến, quận Ngũ Hành Sơn, thành phố Đà Nẵng",ĐÀ NẴNG,MD CENTRAL
H00390,BỆNH VIỆN QUÂN Y 17,"02 Nguyễn Hữu Thọ, phường Hòa Thuận Tây, quận Hải Châu, thành phố Đà Nẵng",ĐÀ NẴNG,MD CENTRAL
H00785,TRUNG TÂM Y TẾ QUẬN 4,"02 Lê Quốc Hưng, phường 13, quận 4, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01277,BỆNH VIỆN ĐA KHOA TỈNH NINH THUẬN,"Nguyễn Văn Cừ, phường Văn Hải, thành phố Phan Rang – Tháp Chàm, tỉnh Ninh Thuận",NINH THUẬN,MD CENTRAL
H01366,BỆNH VIỆN ĐK KHU VỰC MIỀN NÚI PHÍA BẮC QUẢNG NAM,"107 Quang Trung, thị trấn Ái Nghĩa, huyện Đại Lộc, tỉnh Quảng Nam",QUẢNG NAM,MD CENTRAL
H01369,BỆNH VIỆN ĐA KHOA TỈNH QUẢNG NAM,"01 Nguyễn Du, An Mỹ, , thành phố Tam Kỳ, tỉnh Quảng Nam",QUẢNG NAM,MD CENTRAL
H01381,BỆNH VIỆN PHẠM NGỌC THẠCH QUẢNG NAM,"Đường Nguyễn Văn Trỗi, phường An Phú, thành phố Tam Kỳ, tỉnh Quảng Nam",QUẢNG NAM,MD CENTRAL
H01412,BỆNH VIỆN ĐA KHOA KHU VỰC ĐẶNG THÙY TRÂM,"112 Phạm Văn Đồng, Tổ dân phố 6, phường Nguyễn Nghiêm, Thị xã Đức Phổ, tỉnh Quảng Ngãi",QUẢNG NGÃI,MD CENTRAL
H01418,TRUNG TÂM Y TẾ HUYỆN MỘ ĐỨC,"Thôn Phước Thịnh, Xã Đức Thạnh, huyện Mộ Đức, tỉnh Quảng Ngãi",QUẢNG NGÃI,MD CENTRAL
H01708,BỆNH VIỆN ĐA KHOA BÌNH ĐIỀN,"Thôn Đông Hòa, xã Bình Tiến, thị xã Hương Trà, Thừa Thiên Huế",THỪA THIÊN–HUẾ,MD CENTRAL
H01717,BỆNH VIỆN TRƯỜNG ĐẠI HỌC Y DƯỢC HUẾ,"41-51 Nguyễn Huệ, Vĩnh Ninh, thành phố Huế, tỉnh Thừa Thiên Huế",THỪA THIÊN–HUẾ,MD CENTRAL
H01726,BỆNH VIỆN TRUNG ƯƠNG HUẾ,"16 Lê Lợi, thành phố Huế, tỉnh Thừa Thiên Huế",THỪA THIÊN–HUẾ,MD CENTRAL
H01870,BỆNH VIỆN QUẬN 7,"101 Nguyễn Thị Thập, phường Tân Phú, quận 7, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01085,TRUNG TÂM Y TẾ QUẬN LIÊN CHIỂU,"525 Tôn Đức Thắng, Hòa Khánh Nam, Liên Chiểu, Thành phố Đà Nẵng",ĐÀ NẴNG,MD CENTRAL
H01086,BỆNH VIỆN ĐA KHOA HUYỆN NHƯ THANH,"Khu phố 3, Bến Sung, Như Thanh, Thanh Hóa",THANH HÓA,MD NORTH
